id,content,nickname,score,days,creationTime,productColor,productSize
14012953498,"外形外观：瘦长
屏幕音效：好听
拍照效果：待试用
运行速度：好没有特别感觉
待机时间：待用
其他特色：还不知道
很沉，细长，曲面还不怎么适应。匆匆打开待使用中",酩***壶,5,11,2020-04-09 10:07:26,亮黑色,8GB+256GB
14015241359,一直准备换手机，看了好久没有找到合适的，突然发现这款p40pro刚刚发布，看到后毫不犹豫得入手了，本来觉得换手机很麻烦，没想到拿到后一会就把所有之前的信息都导入进来了，手机很好，速度快，拍照性能更是超棒，玩了一下午，觉得电池续航能力也是非常好，白色的手机更是喜欢，手感一流，非常非常满意的一次购物,约***话,5,0,2020-04-09 19:55:33,零度白,8GB+256GB
14019111935,"屏幕音效：洪亮！大声，低音也不错
外形外观：很顺手，大大的，侧边触摸感受比mate30pro好触摸
待机时间：还没测试，用了两个小时，耗电百分之3'应该不准，
其他特色：香！老用户，各方面功能很顺手，很自如
拍照效果：这个不用说了，Ai新手用已经完全足够，高手用手动，大片直接出片
运行速度：流畅，不是快，是顺滑，很自然的速度",s***a,5,1,2020-04-10 20:07:15,亮黑色,8GB+256GB
14026166906,外观非常漂亮，不同角度有不同的颜色，性能非常好，使用流畅，切换应用快，拍照体验也很好，特别是防抖功能，随手一拍就是美图，续航也没什么问题，使用了一会掉电在接受范围内，最满意的还是四曲满溢屏，手感是真的好，真机上手并不觉得前置胶囊很丑，在壳接受范围内，顺便吐槽一下华为的手机克隆，一直无法连接，后来换了互传才行,今天只做一件事918,5,16,2020-04-12 17:34:22,冰霜银,8GB+256GB
14015676022,"期待了好久的P40 PRO终于到手了，昨晚下单今天就到了，京东物流果然给力！
零度白很适合女生用，满溢屏颜值满分！旗舰机型性能果断没的说，华为好样的！",果冻爽7,5,12,2020-04-09 21:46:50,零度白,8GB+256GB
14023206240,"昨天订的手机今天晚上才收到，因为今天物流园车太多了，很晚才拿到手机，手机很流畅，拍照很清晰，夜拍效果很清楚，很满意的一次购物，改天再买一个mate30Pro ，屏幕边缘包裹的很到位，总之很满意期待下一个手机到来，
拍照效果：很棒
运行速度：很流畅
外形外观：屏幕边缘包裹的很到位",美***丫,5,1,2020-04-11 21:04:41,亮黑色,8GB+256GB
14014337280,"外形外观：作为苹果的大刘海用户，不觉得双挖空有多大，比刘海小多了。冰霜银是今年的神仙配色！
屏幕音效：屏幕细腻，90hz好用。不知道是不是钻石排，拍的不好，请大家判断。
拍照效果：拍照效果秒杀xsmax，感觉从解放前回来了。
运行速度：超级快，据说可以30个月不卡。
待机时间：待机很好，远超xsmax
其他特色：因是留学生，不知道在海外怎么使用谷歌啊？希望大家支个招。",豬丷戒,5,1,2020-04-09 15:53:31,冰霜银,8GB+256GB
14014217224,"外形外观：好看十分好看
运行速度：快就一个字
屏幕音效：不错
拍照效果：完美
待机时间：应该不错
其他特色：手感舒适完美，太漂亮了。现在本人用的mate10pro，媳妇用的mate20pro，10用的也不卡打算年底换mate40pro但是看完p40pro别惊艳到了，真旗舰，喜欢！估计媳妇会跟我换。",三石五块五,5,0,2020-04-09 15:21:30,零度白,8GB+256GB
14017834142,丝滑流畅，第一次用华为的手机，在慢慢体验中，感觉很好，手感不错，其他功能慢慢摸索中，银色看起来很舒服啊，（写了这么多手机壳要记得给我啊）???，京东送货一如既往的快呀~,忘忧厥,5,14,2020-04-10 14:23:25,冰霜银,8GB+128GB
14018768536,"收到手机立马打开，真心不错，背面质感特别好，大小的话比我之前的mate10窄一点点，也长一点点，单手握着很方便。背面质感摸着真的超好，庆幸等了那么久买的这款。机子速度很快，拍照功能要等用了去发现，很期待。（不过要吐槽一下某电讯公司，说我有什么10g扩流量业务要到八月份，不能开5g套餐，我只能慢慢等了。)
外形外观：机身颜值很赞
运行速度：快就一个字",j***7,5,0,2020-04-10 18:32:47,亮黑色,8GB+256GB
14016411266,"外形外观：是当代优秀年轻时尚的代表了 冰霜银简直不要太拉风！！手感太赞了不大不小刚刚好哦！
屏幕音效：90赫兹的刷新率！兼顾效果和续航？屏幕是恰到好处的四方向曲面，虽然不及mate30瀑布屏弧度那么大，但也带来了克制又足够满足科技控爱好的弧度设置，同时还不会产生以往曲面屏的边缘亮度高的现象，色彩艳丽，华为的进步，我们都看在眼里！
拍照效果：莱卡四镜头不用说了，dxo已经很专业，霸榜全球第一估计要很长时间了！
运行速度：麒麟990，国产骄傲！运行速度已经超级无敌流畅了，我这个前iphone用户佩服的五体投地（那些说ip用两年不卡是来搞笑的吗？）
待机时间：华为的续航我是很满意的！我重度使用，一天一充都没有问题！
其他特色：40w超级快充 简直太神速了，从ios转过来简直打开新世界啊！
京东的服务也太好了，线下银色没货的情况下还能做到当天抵达简直无敌！我爱京东！",breyang_,5,14,2020-04-10 08:10:08,冰霜银,8GB+256GB
14013886066,"外形外观：超漂亮
屏幕音效：音效不错
拍照效果：拍照好清晰
运行速度：飞快，更新软件2秒
待机时间：没注意到哈哈
其他特色：很喜欢啦 准备再入手两台",z***4,5,3,2020-04-09 13:53:37,深海蓝,8GB+256GB
14019772708,买给女朋友用的，白色女生用很适合，很好看的一个颜色，这个变焦能力很强10倍光学变焦，20倍混合变焦，女生拍照用，确实很强。,宇宇的猪,5,14,2020-04-10 23:20:01,零度白,8GB+256GB
14018515945,终于！出来工作后，我分别用了小米4和小米6，它的性能配置很高，价格便宜，所以前后用了6年。偶然发现配置比小米低的华为手机，却优于小米。所以我决定试一下华为手机，mate30 Pro刚上市的时候，我差点就出手了，但想到P系列的摄像功能更佳，所以才忍了下来。今天终于得偿所愿了！拿到手机就试了拍摄效果，躲到房里，拉起窗帘，在昏暗的环境里拍了几张，真是惊喜不断，我非常满意，非常开心。远近景的相片，到时在追加评论里添加吧。,f***7,5,14,2020-04-10 17:22:19,亮黑色,8GB+128GB
14025118836,很好很不错，上手很有质感，基本就是隔代换机的节奏了，看着看着就下单了,jd_ghs,5,1,2020-04-12 12:53:35,亮黑色,8GB+256GB
14029508743,"用了三天前来评价，
屏幕音效：屏幕异形屏没办法，打游戏不友好，对音质没啥需求，带耳机打游戏吃鸡脚步听的很清楚。
拍照效果：效果一流。
运行速度：十分丝滑，打游戏非常流畅，刷剧OK。
感觉到手机重量偏重。
屏幕指纹解锁位置有点靠上，看来是强迫用人脸解锁。",向日葵下的狐狸,5,17,2020-04-13 15:19:21,亮黑色,8GB+128GB
14014457749,"8号下单，第二天就到了，好开心。本来以为要18号才发货。手感特别好，满溢屏确实不错，满满黑科技的感觉，很棒哦。
外形外观：满意",q***1,5,12,2020-04-09 16:24:35,亮黑色,8GB+512GB
14020410444,新鲜到货，太漂亮了，高端大气上档次，物流也非常快，真是物超所值，太喜欢了拍照好看，防抖也是超级无敌稳！手感起来偏重，拿久了手会累，但是总体非常好，背面也是无敌好看，喜欢喜欢，好评走起！,天空之城T-xin,5,10,2020-04-11 09:21:35,深海蓝,8GB+256GB
14014358548,这次感觉比mate30还要惊喜，手感一流，屏幕像素很不错，居然是贴好膜的，还有送的手机壳手感也不差啊，哈哈哈，抢不到银色入手了白色，也十分漂亮，总之选华为就对了，多年果粉毅然转到华为阵营了！,a***t,5,11,2020-04-09 15:58:53,零度白,8GB+256GB
14013167939,京东太给力了，晚上十点半下单，今天早晨十点前就收到了，这是我使用的第二部华为手机，手机系统的流畅度非常惊艳，买时就是冲着拍照效果来的，因为在景区工作，每天美景看不够但不能很好的分享，所以特意选了这款P40pro256，这款配色也是京东商城特有的。,w***m,5,1,2020-04-09 10:57:24,深海蓝,8GB+256GB
14019097637,收到，首先谢谢京东快递员快速的送来了。开机看到，好喜欢，手感圆润，指头滑动流畅，运行速度快，操作灵活，拍照更好看，清晰度高，总的说来非常的棒！,jd_180191lsr,5,6,2020-04-10 20:03:26,亮黑色,8GB+256GB
14015284901,京东速度送货非常及时快速，感谢小哥的完美服务。华为这款手机我已经念叨很久了，终于等到你了。外观非常惊艳新鲜，屏幕手感也很棒感觉优秀，拍照更是亮点多多，感光效果非常厉害，这一点为国产手机点赞一百个。买华为手机用京东，放心省心安心。一如既往支持京东和华为。,打拼浪子,5,2,2020-04-09 20:06:37,零度白,8GB+256GB
14018859440,"外形外观：超级酷炫，满溢屏效果非常好看
屏幕音效：屏幕显示非常细腻，色彩真实，看着很舒服
运行速度：运行速度很快，打开程序秒开
其他特色：银色真的非常好看，不愧为这次的爆款颜色",q***1,5,2,2020-04-10 18:59:01,冰霜银,8GB+128GB
14013590603,"外形外观：外观非常美观，手感很好，边缘顺滑
屏幕音效：屏幕非常亮眼，感觉超乎想象。
拍照效果：拍照效果比苹果好太多了，很远也能拍的很清楚。
运行速度：所有软件打开都非常流畅，华为品质值得购买。",w***0,5,10,2020-04-09 12:40:10,亮黑色,8GB+256GB
14018097974,"拍照效果：真是太棒了
运行速度：麒麟芯片一向都很好的啦
外形外观：外观没话说，我喜欢的类型
待机时间：待机时间不知道得用了之后再看看。
屏幕音效：屏幕非常清楚，90赫兹，刷新率看着很流畅，
其他特色：游戏的话等晚上回家完了再说，也是非常好的，反正华为的话我一向是很满意，",jd_136430yjk,5,1,2020-04-10 15:32:18,亮黑色,8GB+256GB
14015089398,"外形外观：四曲面屏幕观感很好，看着舒服
屏幕音效：音效很好，90hz十分顺滑
拍照效果：拍照效果很好
运行速度：十分快速
待机时间：刚入手，没测",南方有南止,5,5,2020-04-09 19:15:27,零度白,8GB+256GB
14015710657,"外形外观：外形真的很漂亮，白色的后背真的好看。东西不错。颜值真的高
屏幕音效：屏幕分辨率超级高，看着就很舒服。看久了也很舒服。
拍照效果：拍照真的是无敌了。特别喜欢夜拍。哇。。。。。简直就是夜视仪。
运行速度：速度超级快。还是第一次使用高端机。真不错。。
待机时间：充电超级快。",jd_617015491,5,13,2020-04-09 21:56:37,零度白,8GB+128GB
14013229945,发货速度超快，4月8日22:08发布，9日9点多就拿到手了。很有质感，操作流畅拍照清晰，第一次购买华为惊艳到了，不错 不错,MurakamiMU,5,4,2020-04-09 11:11:31,亮黑色,8GB+256GB
14015803057,很快的速度就拿到了真机。零度白很好看，超出了想象，手感也是极好的，正面摄像头并不突兀和照片的感觉不太一样，完全可以接受。开机和程序速度都很快，流畅手感极佳。太爱了，大小也非常合适，握在手里已经不轻了，整体感觉很不错，花粉很爱，京东速度也很惊人，挺好的，喜欢，推荐。,覺龍,5,1,2020-04-09 22:23:08,零度白,8GB+256GB
14014745805,这个颜色很漂亮，比发布会的好看太多，京东送的也很快，屏幕曲度非常合适，重量很有手感，戴上手机套也不会太难看，总的来说很棒了。屏幕颜色很好，摄像头更不用说了吧，实在是惊艳，追评的时候再补几张拍出来的照片！！,大众老公没招啊,5,1,2020-04-09 17:39:37,零度白,8GB+256GB
14029487506,"外形外观：完美，比我的苹果手机快多了，白色有点彩光的效果，不错，摸上去手感不错
屏幕音效：清爽
拍照效果：不错哦，比得上苹果
运行速度：很快
待机时间：很快",s***1,5,2,2020-04-13 15:13:38,零度白,8GB+256GB
14016497010,手感很不错，手机后背抚摸起来很舒服，重量适中，大小适中，唯一的问题是后背的摄像模组太大，右手拿手机的时候食指很容易碰到摄像模组。从苹果换成华为，还有很多需要适应的地方，整体评价满意，屏幕的显示效果也还不错。,于与遇,5,2,2020-04-10 08:43:46,亮黑色,8GB+256GB
14013503093,"外形外观：非常漂亮
屏幕音效：棒棒哒
运行速度：很快
拍照效果：惊艳
待机时间：长
其他特色：耳机是USB的",jd_186306czn,5,10,2020-04-09 12:18:41,零度白,8GB+256GB
14028739383,我是从水果机换华为的，真的很不错。强大的拍照技术不吹，手感、做工俱佳。P40PLO版一般人用足够高科技。支持国产支持名族产业，比小米好,维***I,5,3,2020-04-13 12:03:44,亮黑色,8GB+256GB
14016037520,手机坏了，昨天看的看到华为p40pro的首发，看完介绍公布价格后果断买了，外观配置绝对对的起这个价格，昨天晚上下的单，今天送到的，上手感觉很舒服是一部好手机，值得拥有！,oJoKo,5,0,2020-04-09 23:51:57,零度白,8GB+128GB
14014953980,"外形外观：手感觉对好。。。
屏幕音效：90hz刷新终于有了
拍照效果：这个华为的强项
运行速度：990 5g这颗u速度不错
待机时间：待机更是华为的强项
其他特色：这次的银色是相当的棒。。。喜欢",叮当的粑粑,5,13,2020-04-09 18:37:26,冰霜银,8GB+256GB
14020985171,"外形外观：买的零度白，颜色特别喜欢，有灵动感。
屏幕音效：特别棒，音质效果极好。
拍照效果：拍照功能强大，符合心愿。
运行速度：超乎想象的快。
待机时间：待试运行。
其他特色：无以伦比的设计风格。",茀茀,5,2,2020-04-11 11:40:45,零度白,8GB+256GB
14015932077,"外形外观：跟p30对比下真的好看多了，不过也厚一些。
屏幕音效：很好听，绝佳！
拍照效果：便加大多了，60倍
运行速度：比苹果强大了，用起来爽！
待机时间：自然是更久了
其他特色：当前最新款",qlie2000,5,5,2020-04-09 23:05:24,零度白,8GB+256GB
14013468351,京东就是快！屏幕比p30p好很多了，支持京东方！升级到了最新系统，超级快充还是和30一样的，这个没升级！拍照，比30要好，毕竟五倍光变了，但实际发票圈还是差不多的。等40pro+出来，必买！支持华为！每年都买p系列！,t***i,5,1,2020-04-09 12:09:33,亮黑色,8GB+256GB
14015323110,"外形外观：细长条 比较适合小手拿 感觉不是大屏手机，比iPhone的感觉小
屏幕音效：音质不错 声音效果不错
拍照效果：拍照效果相当不错 白天晚上拍照都很清晰
运行速度：运行速度很快 比我的旧手机快很多
待机时间：待机时间还没测试，应该不错
其他特色：屏幕色彩不错，色彩美丽艳丽",jdebuy,5,0,2020-04-09 20:16:07,亮黑色,8GB+256GB
14017513196,"外形外观：冰霜银绝美颜色，高级感满满，银色、淡蓝色、浅紫色&hellip;&hellip;角度不同颜色也有变幻
屏幕音效：屏幕利用率高，挖空设计并不影响视觉体验，音效不错，没有震感
拍照效果：拍照模式智能识别，业余或者专业的都可以拍出好照片，模式太多，要慢慢摸索
其他特色：配件有耳机、充电器，还有一个透明手机壳，十分贴心。赞一下京东物流，这么快收到新手机很开心！",稻花香里的风,5,14,2020-04-10 13:01:21,冰霜银,8GB+256GB
14014636379,灰色和蓝色没有抢到，白色的也非常漂亮！试了试照相功能，确实非常强大。,f***d,5,0,2020-04-09 17:10:51,零度白,8GB+256GB
14013460921,"外形外观：全面屏，非常好啊，但是贴膜比较困难了
屏幕音效：音质很好，相当出色
拍照效果：就冲着拍照功能买的，确实惊艳，值得入手
运行速度：飞一般的快，这几年一直在用华为，确实越做越强大，越来越美
待机时间：电池功耗没试，但应该很耐用，因为相信
其他特色：所有功能没来急充分试用，留着以后有时间再来追评",l***x,5,13,2020-04-09 12:07:37,零度白,8GB+256GB
14015203119,"外形外观：拿到以后感觉很惊艳，深海蓝色，贼漂亮，暗光下墨蓝色中略带墨绿，反光有种湖蓝的感觉。屏幕也非常漂亮顺滑。
拍照效果：拍了第一张夜景，不用夜景模式细节也超清晰，以后出去玩不用背那么沉的相机了，冲这个拍照效果也值了！
运行速度：运行速度杠杠的。
其他特色：盒子小巧精致，手机不会太宽，握感非常好。昨天刚付款今天就到手了，第一次拿到第一手资料，有点激动，多评价一下。最后，为京东物流点赞！",狗***豆,5,13,2020-04-09 19:45:46,深海蓝,8GB+256GB
14015941721,外观好看 运行速度很快  像素高 自带美颜效果屏幕很细腻，亮度很高  没有明显卡顿  切换流畅,oO神灵Oo,5,13,2020-04-09 23:09:23,深海蓝,8GB+256GB
14022040439,"屏幕音效：体屏幕调教的非常好，很满意的一块屏幕
拍照效果：拍照排名第一，没得说
运行速度：非常的快
待机时间：刚开始用，待机时间还要再观察，目前感觉还是不错的表现
外形外观： 外观非常漂亮，买到非常喜欢的银色
其他特色：刚开始用，软件调教的很好，易用性很高。",LJ825,5,3,2020-04-11 16:03:58,冰霜银,8GB+512GB
14017380476,昨天下单，今天就到了。京东真的超级速度。华为比我的苹果8小一点，但是用起来也不会不舒服，四面曲屏看着棒呆了，屏幕分辨率高，很清晰。拍照更是一绝，支持华为，支持国货,豆豆滴爸比,5,1,2020-04-10 12:29:28,零度白,8GB+256GB
14013258345,完美呈现超高画质，上手顺滑屏幕显示完美，拍照效果大气细腻，待机时间超级长久，运行速度杠杠的，外观时尚动感，总之很满意的一次购物体验，华为从来没有让人失望，特别喜欢这款照相手机满意得不得了。,c***7,5,3,2020-04-09 11:17:52,零度白,8GB+256GB
14014911166,第二次用的华为系列，昨晚8号22：10付款，9号下午到货，物流非常之快，到手马上开盒上手，手感非常舒适，曲面屏非常漂亮，照相功能非常强大，运行速度非常之快，不愧是麒麟990，待机时间和游戏有待体验，华为身为国产大品牌品质值得信赖！,小星馨6,5,13,2020-04-09 18:25:19,零度白,8GB+256GB
14018570054,"非常好，p20换p40真的不错，very good，支持国产
外形外观：很好
屏幕音效：很好
拍照效果：很好
运行速度：很好
待机时间：很好
其他特色：很好",张小晨丿,5,10,2020-04-10 17:36:48,亮黑色,8GB+256GB
14021053428,"外形外观：晨曦金外观那是没有说的，靓丽
拍照效果：想拍星星拍星星，想拍月亮拍月亮
运行速度：运行速度很快，很流程
待机时间：待机时间长，充电时间快",平***活,5,3,2020-04-11 11:56:35,晨曦金,8GB+256GB
14018470990,"外形外观：外观超级好看，8号晚上付的尾款，10号下午就到了，比较远还这么快，真是没有想到。外观我觉得比发布会还好看，白色真的是太漂亮了，完美。手感超级好，握在手里非常棒，非常值得。
运行速度：开机速度和运行速度比之前的p20快了很多，屏幕显示也超级清晰，买了真心不后悔。",jd_阳光下的季节,5,2,2020-04-10 17:10:44,零度白,8GB+256GB
14016159718,爱国就买华为这是我的理念别人不管，已经买了很多台华为手机了，用的真的舒服，很流畅，说一下摄像头那叫一个爽啊看什么都清晰明亮我非常喜欢，麒麟990芯片牛用的舒服，外观也是非常好看的，喜欢的不得了。待机时间稍微比前代少了不少，感觉得出来。我觉得这就是一台数码相机啊。,我***霸,5,14,2020-04-10 01:46:43,零度白,8GB+128GB
14013538722,"外形外观：我这个是晨曦金配色，有点粉色，有点金色，处理恰到好处，虽然是给媳妇买的，但我也喜欢这个颜色。
屏幕音效：屏幕观感很不错，细腻亮度高
拍照效果：50倍变焦太厉害了，拍的也很清晰，暗光环境拍照也是清晰无噪点
运行速度：运行非常流畅，动画效果也很快
其他特色：屏占比非常高，可视角度很广，AI隔空操控简直太帅了。",尘缘0,5,1,2020-04-09 12:27:26,晨曦金,8GB+256GB
14022727157,"外形外观：外形美观时尚
屏幕音效：没毛病，相当好用
拍照效果：陆地最强拍照手机
运行速度：非常流畅，和水果比肩
待机时间：超长，功耗非常棒",疯狂小青蛙,5,15,2020-04-11 18:58:23,零度白,8GB+256GB
14025480248,"外形外观：简直好看的不要不要的
屏幕音效：高刷新带来的体验前所未有，流畅度首屈一指了，丝毫不卡顿
拍照效果：拍照暗光下碾压一群对手，毫无压力
运行速度：流畅运行多任务不卡顿
待机时间：待机时间一天绰绰有余
其他特色：太有爱了，银色真是好看",2***a,5,16,2020-04-12 14:28:12,冰霜银,8GB+512GB
14018519577,梦寐以求的P40 Pro终于到手了，第一次用这部手机打字就来评论该手机非常有意义了。手机大小合适，颜值不错，功能还在适应之中，没有home健需要适应。整体感觉非常不错，其它相机功能等用过之后再说吧！总而言之，是一部物有所值的手机。支持国货，支持华为。,j***8,5,1,2020-04-10 17:23:24,深海蓝,8GB+256GB
14019483657,"外形外观：四曲面真的丸美，这下巴称得上最窄了吧。就是药丸挖空有点大，，，还没有3D人脸识别太遗憾了。
拍照效果：拍照华为强项，p40p再度升级，底更大，色准也更好了。
运行速度：自家处理器优化的真是太完美了，流畅到没朋友。
总而言之，推荐购买",上***水,5,14,2020-04-10 21:45:32,零度白,8GB+512GB
14017182047,"外形外观：非常漂亮
运行速度：很迅速
屏幕音效：屏幕很漂亮
拍照效果：这个没的说
其他特色：华为，大有可为
待机时间：待机时间没的说，非常好",妖魔老菜,5,14,2020-04-10 11:39:09,零度白,8GB+256GB
14013176769,"外形外观：非常惊艳 非常漂亮，手感非常好！
屏幕音效：超级棒棒棒棒棒棒哒
拍照效果：很nice 无法形容的好.
运行速度：超级快速
待机时间：还没有测试
其他特色：颜值很高！",7***瀚,5,1,2020-04-09 10:59:27,亮黑色,8GB+256GB
14018300795,手机很漂亮，第一次用华为手机 上手手感很棒 抢到了银色的。 刚拿到手就就激动的打开看看 果然没有失望。操作系统灵活，关键是照相功能强大，值得推荐，性能强大。,A***6,5,14,2020-04-10 16:26:06,冰霜银,8GB+512GB
14013412104,外形外观：外观非常漂亮，4月8号晚首发直播买的，9号早上就到了，太快了哈哈?。黑色的比宣传图上的还要好看一些，标配的40W快充，耳机、透明保护壳都有，系统暂时还没有体验，后续体验一下拍照实力。,晚風風風,5,1,2020-04-09 11:54:52,亮黑色,8GB+256GB
14014588260,"8日晚付的尾款，9日下午到，速度非常快
外形外观：真的非常好看，在正面看基本感受不到边框的存在，背面也很棒，要是不沾指纹就更好了
拍照效果：拍照没的说，50倍吓死个人
运行速度：速度超快，和苹果不相上下
待机时间：这个还有待测试，毕竟刚刚拿到机器
总的来说手机非常棒，送给妈妈，正好她喜欢拍照",星幻龙云,5,13,2020-04-09 16:58:12,零度白,8GB+256GB
14018609990,"外形外观：外型很圆润，满溢屏很漂亮，冰霜银很有质感
屏幕音效：屏幕画面比我的MATE20pro好很多，颜色更艳丽
拍照效果：50倍，很好很强大
运行速度：非常快
待机时间：深度使用大概一天
其他特色：没有缺点，很喜欢",d***4,5,14,2020-04-10 17:47:38,冰霜银,8GB+256GB
14015393906,"外形外观：圆润美观，简约大气
屏幕音效：色彩绚丽，音质不错
拍照效果：旗舰水准，堪比相机
运行速度：运行流畅，性能齐全
待机时间：超长待机，充电迅速",y***a,5,1,2020-04-09 20:33:59,亮黑色,8GB+256GB
14017852347,"外形外观：很好看，边框确实很小
拍照效果：刚到手，还没试，不过肯定不错
运行速度：支持国产！",宅楼,5,14,2020-04-10 14:28:09,零度白,8GB+256GB
14024495287,"在京东买的HUAWEI P40Pro手机，以最快速度收到，手机满屏幕，没有黑边，零度白颜色比我想象的好，冰清高贵。拍照有这么多镜头，还需进一步学习使用，我放入两个手机卡，只能下载一个***，下载第二个***被拒。运行这几天，正常 良好 速度快 服务贴心，不亚于iPhone,很多功能要慢慢体验。总之喜欢和满意。",jd_187012grq,5,16,2020-04-12 10:20:00,零度白,8GB+256GB
14015987743,"外形外观：白色惊讶，漂亮
屏幕音效：超级好
拍照效果：期待各种拍摄模式
运行速度：非常流畅
待机时间：正在验证",M***8,5,1,2020-04-09 23:27:38,零度白,8GB+256GB
14019282480,"待机时间：待机时间可以放心，中度使用一天还剩50%
外形外观：外观没得说！惊艳！
运行速度：非常流畅，跟2000的手机果然不能比
拍照效果：能拍到星星，弱光不错，50倍也没有网上吹的那么神
其他特色：系统很流畅，第一次用华的系统，很多地方优化不错。华为手机性价比目前可能不是最好的，但是只有足够的支持才会有量产。期待华为使用的京东方能早日壮大！",蜗牛不会肥,5,8,2020-04-10 20:51:27,深海蓝,8GB+256GB
14023212572,终于拿到了，好激动，很漂亮，有时间试一下拍照效果，打把游戏看看流畅不流畅,哈哈哈多买点,5,1,2020-04-11 21:06:23,零度白,8GB+256GB
14015091459,"外形外观：经典黑色耐看，超级薄！！手感非常??
拍照效果：还没来得及解锁它的摄影功能的情况下，迫不及待随意拍了张，见图三
运行速度：下午拿到40后，手上的20立马就不香了，同时打开十几个APP毫无压力，就连上家里的无线的速度都快了，这个真不是错觉，真实实验了一把，事实！！
其他特色：夸夸京东物流，昨晚付尾款，今天下午15点左右就送到了手上，太速度了，效率杠杠滴??????????????????????",疯***n,5,13,2020-04-09 19:16:22,亮黑色,8GB+256GB
14021900724,我一直用华为的p系列的，因为好用，从最开始的p6用到现在p40，现在越做越成熟，一点不卡的，非常好用，华为加油，中国加油，希望在未来华为做得更好,a易龙,5,2,2020-04-11 15:27:39,亮黑色,8GB+256GB
14017388549,"外形外观：很漂亮，作为一个华为老粉，觉得这个颜值还是在线的！
屏幕音效：屏幕看着还行，从p9升级过来，没多大要求
拍照效果：杠杠的，业界扛把子
运行速度：快如闪电
待机时间：还没测试，期待还行吧！",咸鱼煎蛋君,5,14,2020-04-10 12:31:24,零度白,8GB+128GB
14016836961,首先呢，产品十分好用，从p是p20p30p30喷头都用过，p40Pro是提升最强大的，使用的时候所有软件的切换非常的顺畅，完全没有卡顿，可能有人会说了，这是新手机的事儿，但是用一段时间你就会发现，他确实是不考，熟悉，很推荐大家购买哦,千***戒,5,14,2020-04-10 10:18:09,深海蓝,8GB+256GB
14014239406,一直在用华为手机，所以还是熟悉的味道。充电那是真的快啊，手机很流畅很好用。昨晚十点下单，今晚八点收到，优秀！?,猪猪小仙侠,5,13,2020-04-09 15:27:14,亮黑色,8GB+256GB
14013835031,老公一直心心念念的等着华为出新机！终于是抢到了，发货速度就别提了，超级快！！手机上手质感非常好，很有手感！开机运行很流畅，我喜欢它的拍照美颜功能，终于不用再秀秀修图了，哈哈哈哈，国产机一定会崛起的，我们的大华为！加油！！后续使用感受等待过几天追评！给快递小哥点赞，服务专业及时！谢谢！,逗比的小胖子,5,1,2020-04-09 13:40:47,亮黑色,8GB+256GB
14013606483,"外形外观：非常好看，满意屏确实不错，四个角都是曲面，很惊艳
屏幕音效：2k屏幕，90刷新率，太香了，顺滑
拍照效果：拍照效果很华为，非常惊艳，防抖很棒
运行速度：速度超快，完全感觉不到卡顿。",汤锦龙,5,1,2020-04-09 12:43:56,亮黑色,8GB+256GB
14013615587,"真香系列，还没睡醒就被快递员的电话叫醒了,迫不及待的下楼取货，实话说，太惊艳了，下了游戏试了下，运行速度比较流畅，这新系统可以。拍照方面，那就更没的说，非常清晰，可以说是拍照神器。至于续航能力有待验证，应该也不会差。总体来说，非常不错。赞由",荆棘满途i,5,1,2020-04-09 12:45:56,深海蓝,8GB+256GB
14013119171,昨晚看完发布会直接付了尾款，京东神速，今早就收到了，送老婆的礼物，很喜欢。手机拍照就认华为！软件功能也提升很快，越来越贴心实用！,lyi1983,5,13,2020-04-09 10:46:14,零度白,8GB+256GB
14013059037,"京东物流就是快，昨晚付尾款，今天一大早就到了，神速。从mate10开始，每代华为旗舰必入手&hellip;&hellip;
外形外观：非常漂亮，零度白真机也很漂亮！
运行速度：速度快，感觉比mate30快点。
屏幕音效：色彩很好，屏幕比mate30的好，音效一般，单扬声器还是差一些。",sada撒旦,5,13,2020-04-09 10:32:17,零度白,8GB+128GB
14023558238,"外形外观：拿在手上感觉真的狠不错，手感非常好
拍照效果：照相真的很惊艳，非常不错。
运行速度：运行速度很好，和iOS差不太多",j***t,5,3,2020-04-11 22:47:23,晨曦金,8GB+256GB
14015924249,刚拿到手，晚上拍照效果很亮，人像模式非常不错屏幕，操控非常流畅，已经迫不及待等着天气好之后拍摄美景了！,鬼木尧,5,0,2020-04-09 23:02:36,零度白,8GB+128GB
14014867607,外观很靓，手感特别棒，大小正合适，运行速度很快，拍照效果和待机时间还有待验证，应该不会失望，华为加油！,天***6,5,0,2020-04-09 18:13:06,深海蓝,8GB+256GB
14013601301,"外形外观：零度白非常炫酷，很有层次感。摄像头很大很霸气。
屏幕音效：屏幕很细腻，手感也不错。
拍照效果：拍照很清晰，不是专业的，随手拍了下，很真实。
运行速度：运行很快
其他特色：曲面屏视野大，看起来很舒服。",装备干碎人干废,5,10,2020-04-09 12:42:50,零度白,8GB+128GB
14021783708,很早就关注华为P40 pro了，京东配送很赞，收到手机后就立刻体验照相功能，实在是强大，落其他手机几公里。手感非常棒，运行速度快，待机时间和运行游戏有待体验。曲面屏非常漂亮，华为国产大品牌品质值得信赖，支持国产，华为加油！,b***5,5,2,2020-04-11 14:57:27,零度白,8GB+256GB
